id,translation
1313,"{'ca': 'Potter es tragué un ganivetas de molles i talla el cap de la corda que penjava, i digué: -Ara la cosa damnada esta a punt, serra-ossos, i, o bé ens doneu cinc monedes més, o aquí roman.', 'hu': 'A saroglyát közelebb húzták, rátették a hullát, letakarták és rákötötték, Potter elővett egy hatalmas kést, levágta a kötél himbálódzó, felesleges végét, és megszólalt:'}"
1314,"{'ca': ""-Aixo és parlar!- digué Joe l'Indi."", 'hu': 'Na, ez a piszkos munka is megvan. De ide még egy ötössel, sintér barátom, vagy itt marad ez a... - Ide a pénzzel! - fenyegetődzött Indián Joe is.'}"
1315,"{'ca': ""-Ei! Que vol dir, aixo?- féu el doctor. -Heu demanat la paga per endavant, i us l'he donada."", 'hu': 'Mit jelentsen ez, emberek? - kérdezte a doktor. - Előre kértétek a béreteket, és én előre ki is fizettem.'}"
1316,"{'ca': ""-Sí, i heu fet quelcom més que aixo- digué Joe l'Indi, atansant-se al doctor, que ara estava de peu dret. -Em vau treure, fa cinc anys, de la cuina del vostre pare, on avia anat a demanar alguna menja, i vau dir que no hi havia anat per cap bé; i quan vaig fer saber que me la pagaríeu, baldament passessin cent anys, el vostre pare em tanca a la preso per rodamón."", 'hu': 'Igen, kifizetted! - szólt Indián Joe, és a doktor felé közeledett, aki most felállott. - Sőt, még többet is tettél. Öt évvel ezelőtt elkergettél apád udvarából, mikor egy este odajöttem, és enni kértem valamit.'}"
1317,"{'ca': ""Us penseu que me n'he oblidat?"", 'hu': 'Azt hiszed, én elfelejtettem mindezt?'}"
1318,"{'ca': 'Per alguna cosa tinc sang indiana.', 'hu': 'Mi? Azt hiszed, hiába folyik az ereimben indián vér?'}"
1319,"{'ca': 'I ara us he arreplegat, i no teniu més remei que pagar: sabeu?', 'hu': 'Most megvagy! A kezem közt vagy, és most leszámolok veled!'}"
1320,"{'ca': 'Amenaçava al doctor amb el puny a la cara, en aquell moment.', 'hu': 'Fenyegetve emelte öklét a doktor felé, de ez egy hirtelen ütéssel leterítette a fenyegetőző embert.'}"
1321,"{'ca': 'El doctor dona un cop sobtat, i estengué el mal home per terra.', 'hu': 'Potter eldobta a kést, és felkiáltott: - Nana!'}"
1322,"{'ca': ""Potter deixa caure el ganivet i exclama: -Ei! No toqueu el meu lleopard!- I a l'instant següent s'havia agafat amb el doctor, i tots dos lluitaven amb maxima embranzida, afollant l'herba i esquinçant la terra amb llurs talons."", 'hu': 'Lassabban, hé! - És a következő pillanatban már ő akaszkodott össze a doktorral. Legázolták a füvet, föltépték a földet, és kézzel-lábbal küzdöttek.'}"
1323,"{'ca': ""Joe l'Indi salta a son peu, amb els ulls encesos d'ira, arrabassa el coltell de Potter, i va arrossegar-se com un gat i acotant-se, dant una i altra volta als combatents, cercant una avinentesa."", 'hu': 'Indián Joe szikrázó szemmel szökött talpra, felkapta Potter kését, és macska módra meglapulva, a verekedők körül settenkedett. Leste a jó alkalmat.'}"
1324,"{'ca': ""De sobte el doctor pogué romandre desempallegat d'una estrebada, agafa la feixuga fusta del capçal de la tomba de Williams, i amb ella atuí Potter en terra; i, al mateix moment, el mestís veié arribada la seva i enfonsa el ganivet fins el manec en el pit del jove."", 'hu': 'A doktor hirtelen kiszabadította magát, megragadta Williams nehéz fejfáját, és lesújtott vele Potterra, aki összerogyott. Ebben a pillanatban a félvér is alkalmasnak látta az időt.'}"
1325,"{'ca': 'Ell giravolta i caigué en part damunt Potter, amarant-lo amb la seva sang; i en aquell punt els núvols esborraren el paorós espectacle, i els dos minyons, esparverats, fugiren a més córrer dins la fosca.', 'hu': 'A doktor megingott, vére elöntötte a földön heverő Pottert, amint félig rázuhant, ugyanebben a pillanatban a felhők eltakarták a holdat, és a szörnyű színjátékra sötétség borult.'}"
1326,"{'ca': ""Quan la lluna, ben tost, es mostra de bell nou, Joe l'Indi romania damunt els dos cossos, tot contemplant-los."", 'hu': 'A két megrémült fiú pedig belerohant a komor éjszakába. Mikor a hold újra kibukkant, Indián Joe a két test mellett állott és nézte őket.'}"
1327,"{'ca': ""El doctor féu un murmuri inarticulat, i un llarg badall d'agonia o bé dos, i resta en silenci."", 'hu': 'A doktor tagolatlanul fel-felhördült, egyszer-kétszer hosszan sóhajtott, aztán csend lett.'}"
1328,"{'ca': 'El mestís botzina: -Aquells comptes estan saldats, Déu us damni!', 'hu': 'A félvér megszólalt:'}"
1329,"{'ca': 'Després féu sos robatoris en el cadaver.', 'hu': 'Végre leszámoltam veled, te kutya!'}"
1330,"{'ca': ""Després posa el fatal ganivet en l'oberta ma dreta de Potter, i segué damunt el taüt malmenat."", 'hu': 'Kirabolta a holttestet, utána a végzetes kést Potter nyitott jobbjába helyezte, és leült az üres koporsóra.'}"
1331,"{'ca': ""Passaren tres, quatre, cinc minuts, i aleshores Potter comença de moure's i de fer gemecs."", 'hu': 'Három... négy... öt perc múlhatott el. Potter megmozdult, és felnyögött.'}"
1332,"{'ca': ""Sa ma era closa damunt el ganivet: l'aixeca, hi pega llambregada i el deixa caure amb una esgarrifança."", 'hu': 'Markába szorította a kést, majd felemelte, rámeredt, és összerázkódva elejtette.'}"
1333,"{'ca': ""Després s'assegué, apartant-se el cos mort, i el lluca, i després lluca a son volt confosament."", 'hu': 'Aztán felült, a holttestet eltolta magától, hosszasan bámult rá, majd rémülten körülnézett. Pillantása Joe-ra tévedt.'}"
1334,"{'ca': 'Sos ulls toparen els de Joe. -Senyor!', 'hu': 'Szentséges uram!'}"
1335,"{'ca': 'Com ha estat aixo, Joe?- demana.', 'hu': 'Mi történt itt, Joe? - kérdezte.'}"
1336,"{'ca': '-És un brut negoci- digué Joe sense bellugar-se. -Per que ho heu fet? -Jo!', 'hu': 'Piszkos ügy... - felelt Joe anélkül, hogy megmozdult volna. - Mi a pokolért szúrtad le?'}"
1337,"{'ca': '-Ei! El parlar així no us en llevara pas la culpa.', 'hu': 'Nézd, a tagadás itt nem segít.'}"
1338,"{'ca': ""Potter tremola i s'esblanqueí."", 'hu': 'Potter remegett, és hamuszürkévé vált.'}"
1339,"{'ca': ""-Em pensava que estava sere. No havia d'haver fet beguda aquesta nit."", 'hu': 'Pedig azt hittem, hogy már kijózanodtam.'}"
1340,"{'ca': 'Pero encara la tinc al cap, pitjor que quan vam començar la feina.', 'hu': 'Bár ne ittam volna semmit az este.'}"
1341,"{'ca': 'Sento un desori! Amb prou feines puc recordar-me de res.', 'hu': 'Még mindig szédülök - most sokkal jobban, mint amikor elindultunk.'}"
1342,"{'ca': 'Digueu-me, Joe (de bo de bo, ara, vell company): ho he fet jo?', 'hu': 'Most itt vagyok a bajban. Nem is emlékezem semmire.'}"
1343,"{'ca': ""Joe, mai no m'havia passat pel magí; per la meva anima i la meva honor que mai no m'hi havia passat, Joe."", 'hu': 'Mondd meg, Joe, öreg cimbora, becsület úristenedre, mondd meg, én tettem?'}"
1344,"{'ca': 'Digueu-me, Joe, com ha estat.', 'hu': 'Hidd el, nem akartam!'}"
1345,"{'ca': 'Oh! Esglaia!', 'hu': 'Isten a tanúm rá, hogy nem akartam.'}"
1346,"{'ca': 'I ell tan jove i que prometia tant!', 'hu': 'Mondd el, hogy történt, Joe! Szörnyű, szörnyű!'}"
1347,"{'ca': ""-Ves, estaveu barallant-vos, i ell us va dar una patacada amb la fusta de la tomba, i vau caure d'allo més pla, i després us aixecareu, tot fent tentines i giravolts, i vau aferrar el ganivet, i l'hi vau apuntalar, mentre ell us ajustava una altra manyagueria que feia feredat. I aquí heu estat jaient fins ara, mort com un tascó. -Oh! No sabia el que em feia."", 'hu': 'Ilyen fiatal, derék ember. - Hát verekedtetek, és rád vágott ezzel a fejfával, erre te leestél, mint a medve, aztán feltápászkodtál, támolyogva és szédelegve fölvetted a kést, és abban a percben vágtad bele, mikor egy második hatalmas ütést kaptál.'}"
1348,"{'ca': 'Que em mori aquest mateix minut, si ho sabia.', 'hu': 'Lezuhantál, és úgy feküdtél itt, mintha agyonütött volna. - Istenem! Istenem!'}"
1349,"{'ca': ""Tot era cosa del whisky i l'exaltació, em penso."", 'hu': 'Nem tudtam, mit csinálok. Itt forduljak fel, ha tudtam!'}"
1350,"{'ca': 'Mai a la vida no havia usat una arma, Joe.', 'hu': 'Biztosan a pálinka meg az izgalom dolgozott bennem. Joe, te tudod, hogy sohase késeltem!'}"
1351,"{'ca': 'He tingut batusses, pero mai amb armes.', 'hu': 'Verekedtem, de késelni... soha!'}"
1352,"{'ca': 'Tothom us ho dira.', 'hu': 'Mindenki tudja.'}"
1353,"{'ca': 'Joe, no en cantéssiu res!', 'hu': 'Joe, ne árulj el!'}"
1354,"{'ca': 'Digueu que no en cantareu res, Joe: aixo és ésser un bon amic.', 'hu': 'Ugye, jó cimbora leszel, és nem árulsz el?'}"
1355,"{'ca': 'Sempre us he tingut estimació, Joe, i he estat al costat vostre.', 'hu': 'Joe, én mindig jó társad voltam, én mindig segítettem neked.'}"
1356,"{'ca': 'No us en recordeu?', 'hu': 'Emlékszel?'}"
1357,"{'ca': ""No ho cantareu: veritat, Joe?- I la pobra criatura caigué de genolls davant l'estolid assassí, i ajunta les mans imploradores."", 'hu': 'Ugye, nem árulsz el?'}"
1358,"{'ca': ""-No: sempre heu estat recte i lleial amb mi, Muff Potter, i no us aniré pas a l'encalç."", 'hu': 'Nem, Muff Potter, te mindig hű és igaz barátom voltál, én se akarlak bajba rántani.'}"
1359,"{'ca': 'Ja veieu: aixo és la més gentil cosa que un hom pugui dir.', 'hu': 'Egy tisztességes ember ennél többet nem ígérhet.'}"
1360,"{'ca': '-O Joe! Sóu un angel!', 'hu': 'Joe, angyal vagy!'}"
1361,"{'ca': 'Per molt que visqui sempre us beneiré fins al darrer dia!- I Potter comença de plorar.', 'hu': 'Életem utolsó percében is áldani foglak.'}"
1362,"{'ca': ""-Bé, bé: ja n'hi ha prou, d'aixo."", 'hu': 'Potter sírva fakadt.'}"
1363,"{'ca': 'Ja no és temps de somicar.', 'hu': 'Jó, jó, de ebből elég volt. Nincs idő siránkozásra.'}"
1364,"{'ca': 'Aneu per aquell camí, i jo aniré per aquest.', 'hu': 'Menj csak egyenesen ezen a gyalogúton, én majd a másikon megyek haza.'}"
1365,"{'ca': 'Espavileu-vos, ara, i no deixeu cap pista darrera vostre.', 'hu': 'Na, gyerünk, siess, és vigyázz, hogy ne maradjanak nyomok!'}"
1366,"{'ca': 'Potter emprengué un trot que rapidament es convertí en correguda.', 'hu': 'Potter sietős lépésekkel megindult, de hamarosan rohanni kezdett.'}"
1367,"{'ca': ""El mestís romangué sotjant-lo, i murmura: -Si esta tan estovat per la pallisa i tan embriagat del rom com en té l'aire, no pensara en el ganivet fins que sigui tan lluny que ja tingui por de tornar per aquesta banda. Cor de pollet!"", 'hu': 'A félvér utána nézve morogta: - Ha csakugyan olyan kábult az ütéstől, és olyan részeg, amilyennek látszik, nem fog eszébe jutni a kés még jó darabig. Aztán meg később már nem mer visszajönni egyedül a gyáva disznó ilyen helyre.'}"
1368,"{'ca': ""Dos o tres minuts després, l'home assassinat, el cadaver embolcallat en la flassada, el taüt sense tapadora i la tomba oberta romanien sota l'única inspecció de la lluna."", 'hu': 'Néhány perccel később a meggyilkolt, a kiásott hulla, az üres koporsó és a nyitott sír felett egyedül a hold őrködött.'}"
1369,"{'ca': 'El silenci, aiximateix, era altra vegada absolut.', 'hu': 'A csend újra tökéletes lett.'}"
1370,"{'ca': 'CAPÍTOL X', 'hu': 'X. FEJEZET'}"
1371,"{'ca': ""Els dos minyons anaven, corre que correras, cap al poblet, muts d'horror."", 'hu': 'A két fiú az ijedségtől nem tudott szóhoz jutni, és így vágtattak a falu felé. Időnként rémülten hátranéztek, nem követi-e őket valaki.'}"
1372,"{'ca': 'De tant en tant, aprensius, daven una llambregada cap endarrera, damunt llurs espatlles, com si temessin que hom els pogués seguir.', 'hu': 'Minden fatörzset, amely hirtelen feltűnt a homályban, embernek láttak, és természetesen ellenséget sejtettek benne.'}"
1373,"{'ca': ""Cada sacot que es dreçava en llur via semblava un home i un enemic, i els feia retenir l'ale; i, en córrer pel voltant d'algunes casetes escampades proximes al poblet, el lladrar dels cans de vetlla incorporats semblava donar ales a llurs peus."", 'hu': 'Időnként lélegzet-visszafojtva megálltak, és amikor a faluhoz közel érve felriasztottak egy kutyát, ugatásától lábuk megint szárnyakat kapott.'}"
1374,"{'ca': ""-Només que poguéssim arribar a la vella adoberia abans d'esfondrar-nos!- murmura Tom, en breus moments, dividits pel respir. -No puc comportar-ho gaire estona més."", 'hu': 'Bár elérnénk már a régi... sörfőzdét... míg össze... nem esünk... - mondta kapkodó lélegzettel Tom - már nem is bírom... soká.'}"
1375,"{'ca': 'Els forts panteixos de Huckleberry eren la seva única resposta, i els minyons fixaven llurs ulls a la fita de llurs esperances, i maldaven durament per atenyer-la.', 'hu': 'Huckleberry nem tudott válaszolni, csak nehezen, lihegve lélegzett.'}"
1376,"{'ca': 'Avançaren decididament sobre ella, i a la fi, pit contra pit, es llançaren a través de la porta oberta, i caigueren, agraits i aclaparats, dins les ombres protectores de més endins.', 'hu': 'Lassan-lassan közeledtek feléje, és végre, már teljesen kifulladva, berohantak az ajtón, és bent az oltalmazó sötétségben megkönnyebbülten, kimerülten lerogytak.'}"
1377,"{'ca': ""Aviat llurs polsos s'apaivagaren, i Tom murmura:"", 'hu': 'Nagy nehezen kifújták magukat, és ekkor Tom suttogva megszólalt:'}"
1378,"{'ca': ""-Huckleberry: que compteu que en pervindra, d'aixo?"", 'hu': 'Te, Huck, mit gondolsz, mi lesz ebből?'}"
1379,"{'ca': '-Si el doctor Robinson fina, jo diria que en pervindra una forca plantada.', 'hu': 'Azt hiszem... ha meghal Robinson doktor... akkor akasztás lesz a vége!'}"
1380,"{'ca': '-Ho creieu, tanmateix?', 'hu': 'Igazán azt hiszed? - Persze!'}"
1381,"{'ca': ""-N'estic segur, Tom."", 'hu': 'Egészen biztos, Tom!'}"
1382,"{'ca': 'Tom pensa una mica.', 'hu': 'Tom gondolkodott egy pillanatig, aztán megkérdezte: - Ki fogja megmondani?'}"
1383,"{'ca': 'Després digué: -Quí ho dira?', 'hu': 'Honnan tudják meg?'}"
1384,"{'ca': 'Nosaltres?', 'hu': 'Tőlünk?'}"
1385,"{'ca': '-Que us empatolleu!', 'hu': 'Megbolondultál! Gondold el, hátha történik valami, és mégsem akasztják fel Indián Joe-t!'}"
1386,"{'ca': ""Suposeu que passés qualsevol cosa i Joe l'Indi no fos penjat."", 'hu': 'Mit gondolsz, mit csinál akkor Indián Joe?'}"
1387,"{'ca': 'Ves, ens mataria una hora o altra: tan cert com ara jaiem aquí terra.', 'hu': 'Egészen biztos, hogy bosszút fog állni rajtunk, és megöl minket, mint a kölyökmacskát. - Én is erre gondoltam az előbb, Huck.'}"
1388,"{'ca': '-Aixo és el que jo pensava per dins, Huck.', 'hu': 'Ha lesz valaki, aki megmondja, jól van.'}"
1389,"{'ca': '-Si algú en parla, que sigui Muff Potter, si és prou ximple.', 'hu': 'Mondja meg csak Muff Potter, ha egészen elment az esze.'}"
1390,"{'ca': 'Generalment esta prou embriagat per fer-ho.', 'hu': 'Legtöbbször úgyis tökrészeg.'}"
1391,"{'ca': 'Tom no digué res: continua pensant.', 'hu': 'Tom semmit sem felelt. Némán gondolkozott.'}"
1392,"{'ca': ""Al cap d'una estona zumzeja:"", 'hu': 'Egyszerre csak elkezdett suttogni:'}"
1393,"{'ca': '-Huck, Muff Potter no ho sap.', 'hu': 'Te, Huck, Muff Potter nem is tudja, ki ölte meg Robinson doktort, az öreg Muff Potter eszméletlenül feküdt a földön. Emlékszel rá?'}"
1394,"{'ca': 'Compteu que podia veure res?', 'hu': 'Azt hiszed, az öreg látott valamit?'}"
1395,"{'ca': 'Compteu que sabé res? -Manoi!', 'hu': 'Azt hiszed, tudja, ki a gyilkos?'}"
1396,"{'ca': 'És veritat, Tom!', 'hu': 'Isten bizony, igazad van, Tom!'}"
1397,"{'ca': '-I, a més, fixeu-vos-hi: potser aquella patacada el va acabar!', 'hu': 'És különben az is lehet, hogy amikor a doktor leütötte, talán meg is halt.'}"
1398,"{'ca': '-No: no és probable, Tom.', 'hu': 'Nem, azt nem hiszem.'}"
1399,"{'ca': 'Tenia beguda a dins: jo ho he pogut veure; i, a més, sempre en té.', 'hu': 'Be volt rúgva az öreg, hiszen támolygott. Tudod te is, mindig részeg.'}"
1400,"{'ca': 'Bé, doncs: quan mon pare esta xop, ja podeu apallissar-li el cap amb tota una església, que no el contorbareu.', 'hu': 'Apám is azt mondja, hogy ha részeg, akkor még gerendával se lehet agyonverni.'}"
1401,"{'ca': 'Ell mateix ho diu.', 'hu': 'Nem árt neki semmi.'}"
1402,"{'ca': 'Així és que igual passa a Muff Potter, és clar.', 'hu': 'És biztos így van ez Muff Potterral is.'}"
1403,"{'ca': 'Pero si un home estés ben, ben sere, compto que potser aquella patacada el deixaria al siti: no ho sé.', 'hu': 'Lehetséges, ha színjózan lett volna, akkor tán ott marad attól az ütéstől. Ki tudja?'}"
1404,"{'ca': ""Després d'un altre silenci reflexiu, Tom va dir:"", 'hu': 'Némi gondolkodás után megint megszólalt Tom:'}"
1405,"{'ca': '-Huck: esteu segur que podreu posar-vos un cadenat a la boca?', 'hu': 'Te, Huck, biztos, hogy nem jár el a szád?'}"
1406,"{'ca': ""-Tom, ens l'hem de posar."", 'hu': 'Mi az, hogy biztos!'}"
1407,"{'ca': 'Ja ho sabeu.', 'hu': 'Hallgatnunk kell, te is belátod.'}"
1408,"{'ca': ""A aquest dimoni indi no se li'n donaria més d'ofegar-nos a nosaltres que d'ofegar un parell de gats, si xerréssim la feta i no el pengessin."", 'hu': 'Ha tényleg nem akasztanák fel azt az eleven ördögöt, gondolkodás nélkül a vízbe fojt mindkettőnket, mint a macskakölyköket, ha meg merünk mukkanni.'}"
1409,"{'ca': ""Ara, Tom, escolteu: no tenim més remei que jurar-nos l'un a l'altre de posar-nos un cadenat a la boca."", 'hu': 'Meg kell fogadnunk, hogy nem fogunk beszélni. Meg kell egymásnak esküdni!'}"
1410,"{'ca': ""-M'hi conformo, Huck. És el millor partit."", 'hu': 'Igen, Huck, ez lesz a legokosabb, amit tehetünk.'}"
1411,"{'ca': 'Voleu, només, que ens agafem les mans i jurem que… -Oh!', 'hu': 'Add ide a kezed, és esküdjünk meg, hogy nem fogunk...'}"
1412,"{'ca': 'No, no fóra escaient, per a una cosa així.', 'hu': 'Ez nem lenne elég most.'}"
1413,"{'ca': ""Aixo és prou bo per a cosetes ordinaries sense cap ni centener, especialment amb les noies, perque després us van al darrera amb un flabiol sonant, i no poden fer sinó botzinar quan es veuen en el trencacoll; pero una cosa d'importancia com aquesta ha de ser escrita. I amb sang."", 'hu': 'Kis vacak dolgokra persze elég jó így is, de így egyszerűen csak a lányok szoktak esküdni. Azok meg szamarak, és semmit se tudnak titokban tartani, mindent kibeszélnek, ha bajba jutnak.'}"
1414,"{'ca': ""Tot l'ésser de Tom aplaudí aquesta idea."", 'hu': 'És vérrel. Tom egész lénye tűzben égett ettől az ötlettől.'}"
1415,"{'ca': ""El pla era recondit, i ombrívol i paorós; l'hora, les circumstancies, els voltants, hi harmonitzaven."", 'hu': 'Sötét volt az eszme, komor és borzalmas, és a körülmények, a környezet is összhangban álltak vele.'}"
1416,"{'ca': ""Arreplega una polida estella de pi que jeia al clar de la lluna, es tragué un petit fragment de quilla roja que duia a la butxaca, es posa a la llum de la lluna, i escritoteja aquestes ratlles, dant relleu a cada tret que queia cap avall, a base d'apretar la llengua entre les dents, i minvant la pressió en els trets que anaven cap amunt: «Huck Finn i Tom Sawyer juren posar-se un cadenat a la boca sobre aixo, i desitgen que puguin caure morts pel camí si mai xerren, i podrir-se.»"", 'hu': 'Fölvett egy fehér, villogó fenyőfa zsindelyt, mely egy holdfényes helyen feküdt, zsebéből előkaparászott egy darab piros ceruzát, és a holdvilág mellett nehézkesen és komolyan belekezdett munkájába. Valahányszor felfelé menő hajszálvonalat írt, nyelvét kidugta foga között, mikor lefelé haladt, újra visszahúzta.'}"
1417,"{'ca': ""Huckleberry s'omplí d'admiració davant la facilitat de Tom en l'escriptura, i la sublimitat del seu llenguatge."", 'hu': 'Huckleberry csodálkozva figyelte Tom íráskészségét, és elámult Tom emelkedett stílusán.'}"
1418,"{'ca': 'Tot seguit agafa una agulla de la seva solapa, i anava a punxar-se la carn; pero Tom digué:', 'hu': 'Mindjárt elő is vett egy gombostűt, és fel akarta vele hasítani a húst a kezén, de Tom megszólalt:'}"
1419,"{'ca': '-Atureu-vos! No ho feu, aixo. Les agulles de cap són de llautó. Podria tenir verdet.', 'hu': 'Ne gombostűvel, az rézből van, és lehet, hogy grünspanos.'}"
1420,"{'ca': '-Que cosa és verdet?', 'hu': 'Mi az a grünspan?'}"
1421,"{'ca': '-És una metzina.', 'hu': '- Méreg.'}"
1422,"{'ca': 'Vet aquí el que és. Empasseu-vos-en una mica: ja veureu.', 'hu': 'Csak nyeld le, majd meglátod.'}"
1423,"{'ca': ""Així, doncs, Tom descabdella el fil d'una de les seves agulles de cosir, i cada minyó es punxa el capciró del polze i n'espremé una gota de sang."", 'hu': 'Erre Tom készletéből varrótűt vett elő, és a két gyerek beleszúrt hüvelykujja végébe, és kinyomorított onnan egy cseppecske vért.'}"
1424,"{'ca': 'Amb el temps, després de diverses premsades, Tom aconseguí signar amb les seves inicials, servint-se del capciró de son dit xic com a ploma.', 'hu': 'Tom ujjából csak többszöri nyomkodásra serkent ki annyi vér, amennyivel odapingálhatta a neve kezdőbetűit a szerződésre, mely művelethez a kisujja hegyét használta tollnak.'}"
1425,"{'ca': 'Després mostra a Huckleberry com havia de fer una H i una F, i el jurament ja fou perfecte.', 'hu': 'Aztán megmutatta Huckleberrynek, hogy kell írni egy H és egy F betűt, és ezzel be is fejezték a nagy műveletet.'}"
1426,"{'ca': ""Enterraren l'estella de pi arran de la paret, amb algunes brofegues cerimonies i encantaments, i les cadenes que els lligaven la llengua foren ja tancades amb pany i clau, i la clau llençada."", 'hu': 'Erre homályos szertartások és átkok közepette a fal mellett elásták a zsindelyt, és úgy tekintették, hogy a nyelvüket lekötve tartó lakatot bezárták. Evvel mindketten elcsukták lelkükben a titkot.'}"
1427,"{'ca': ""Una figura s'arrossega tota llisquívola, en aquell moment, per un esboranc de l'arruinat edifici; pero ells no se n'atalaiaren."", 'hu': 'Ebben a pillanatban a romban álló épület másik végénél egy alak mászott be a repedésen keresztül. A fiúk nem vették észre a jövevényt.'}"
1428,"{'ca': '-Tom- murmura Huckleberry -aixo ens impedeix de parlar-ne mai, mai?', 'hu': 'Tom - kérdezte Huckleberry -, ugye, most soha senkinek se mondhatjuk el?'}"
1429,"{'ca': '-És clar que sí.', 'hu': 'Persze hogy nem, akármi legyen is, soha senkinek nem mondhatunk el semmit.'}"
1430,"{'ca': 'Cauríem morts en terra: no sabeu la cosa?', 'hu': 'Különben is azonnal meghalnánk. Tudod, hogy ez is benne van az esküben.'}"
1431,"{'ca': '-Sí, em penso que ho encerteu.', 'hu': 'Persze, ezt el is felejtettem.'}"
1432,"{'ca': ""Continuaren parlant en veu baixa per algun temps. Al cap d'una estoneta un gos féu un udol durador i llobrec a la part de fora: a uns deu peus d'alla on es trobaven."", 'hu': 'Még egy darabig suttogtak így, mikor hirtelen kint, alig tíz méterre tőlük egy kutya gyászosan felvonított.'}"
1433,"{'ca': ""Els minyons s'aferraren l'un a l'altre sobtadament, en una agonia d'esglai."", 'hu': 'A két fiú halálos félelemmel kapaszkodott egymásba.'}"
1434,"{'ca': '-Per quín de nosaltres és?- digué, trasposat, Huckleberry.', 'hu': 'Melyikünkre ugat ez a kutya? - sóhajtotta Huckleberry. - Nem tudom!'}"
1435,"{'ca': '-No ho sé… Sotgeu per la clivella. De pressa!', 'hu': 'Menj és nézd meg ott a repedésen keresztül!'}"
1436,"{'ca': '-No: vós, Tom!', 'hu': 'Nem, Tom... nem megyek.'}"
1437,"{'ca': '-No puc… No ho puc fer, Huck!', 'hu': 'Nézd meg te!'}"
1438,"{'ca': '-Tom, feu-ho si us plau. Ja hi torna! -Oh!', 'hu': 'Én nem... én nem mehetek.'}"
1439,"{'ca': 'Déu meu! Gracies!- murmura Tom. -Li conec la veu.', 'hu': 'Na, menj, nézd meg, Tom.'}"
1440,"{'ca': 'És Bull Harbison. -Oh!', 'hu': 'Megint ugat! Hallod?'}"
1441,"{'ca': 'Bella cosa!', 'hu': 'Hála isten - suttogta Tom -, megismerem a hangját. Harbison bulldogja. - Jaj de jó!'}"
1442,"{'ca': 'En bona refe, Tom, estava leri-leri de la meva fi, i hauria jugat qualsevol cosa que era un gos perdut.', 'hu': 'Már azt hittem, valami idegen kutya. Úgy féltem, majdnem meghaltam ijedtemben.'}"
1443,"{'ca': 'El gos torna a udolar.', 'hu': 'A kutya megint elkezdett vonítani.'}"
1444,"{'ca': 'El coratge dels minyons naufraga una altra vegada. -Oh!', 'hu': 'A két fiú szívéből minden remény tovatűnt.'}"
1445,"{'ca': 'Déu me val! No és pas Bull Harbison!- murmura Huckleberry. -Mireu, Tom!', 'hu': 'Istenem, nem is a Harbisonék kutyája! - sóhajtott fel Huckleberry. - Menj, nézd meg, Tom.'}"
1446,"{'ca': ""Tom, tremolant de por, es dona, i posa l'ull a la clivella."", 'hu': 'Tom, bár egész valója reszketett, odament a falhoz, és óvatosan kémlelt.'}"
1447,"{'ca': 'Son zumzeig amb prou feines podia oir-se quan digué: -O Huck!', 'hu': 'Idegen kutya. - Gyere ide gyorsan, Tom!'}"
1448,"{'ca': 'És un GOS PERDUT! -Guiteu, Tom, cuiteu!', 'hu': 'Kit ugat? Nem láttad?'}"
1449,"{'ca': 'Per quí ve? -Huck, deu venir per tots dos: som tots dos una mateixa cosa. -O Tom!', 'hu': 'Azt hiszem, mindkettőnket, hiszen együtt vagyunk!'}"
1450,"{'ca': ""Em sembla que ens n'anem a l'obit!"", 'hu': 'Jaj, Tom, végünk van, végünk van.'}"
1451,"{'ca': ""I crec que no hi ha dubte d'on jo aniré a raure."", 'hu': 'Én tudom is, hogy hová fogunk kerülni. Ó, te!'}"
1452,"{'ca': 'He estat tan poca pena!', 'hu': 'Én olyan gonosz voltam mindig, nem is kerülhetek máshová, csak a pokolba.'}"
1453,"{'ca': '-Aixo ve de fer campanes i de fer totes les coses que a un hom li diuen que no faci.', 'hu': 'Hát még én?'}"
1454,"{'ca': ""Hauria pogut ésser bo com Sid, si m'hi hagués escarrassat… Pero no, no vaig escarrassar-m'hi, és clar."", 'hu': 'Miért is nem vagyok olyan jó, mint Sid, hiszen csak meg kellett volna próbálnom, de nem is próbáltam soha.'}"
1455,"{'ca': ""Tanmateix, aquesta vegada, si en surto, us dic que m'hi deixaré emparedar a l'escola del diumenge!"", 'hu': 'Ó, Huck!'}"
1456,"{'ca': 'I Tom comença de somicar una mica.', 'hu': 'Tom elkezdett szipogni.'}"
1457,"{'ca': '-Vós dolent!- I Huckleberry comença de somicar, també. -Diastre, Tom Sawyer, sóu un melindro, al costat del que jo sóc!', 'hu': 'Te rossz vagy, Tom? - kérdezte sírva fakadva Huckleberry. - Hozzám képest te színarany vagy.'}"
1458,"{'ca': 'O Déu meu, Déu meu, Déu meu!', 'hu': 'Istenem! Istenem!'}"
1459,"{'ca': 'Voldria tenir només que la meitat de la vostra sort.', 'hu': 'Bárcsak feleannyira lennék olyan jó, mint te, Tom!'}"
1460,"{'ca': 'Tom es sentí la gorja alliberada i murmura:', 'hu': 'Tom hirtelen felcsuklott, és odasúgta Hucknak:'}"
1461,"{'ca': '-Mireu, Huck, mireu!', 'hu': 'Te! Nézd csak!'}"
1462,"{'ca': ""S'ha girat d'esquena a nosaltres!"", 'hu': 'Ez a kutya háttal áll nekünk. Huckleberry szívében újraéledő reménnyel kinézett.'}"
